X1,X2,Y
2.4835707650561636,-0.6913215058559232,0
3.2384426905034625,7.615149282040127,1
-1.1707668736166799,-1.1706847847459028,2
7.896064077536957,3.837173645764544,0
-2.3473719296747606,2.712800217929823,1
-2.3170884640623113,-2.328648767851284,1
1.2098113578301706,-9.56640122328899,2
-8.624589162565163,-2.8114376462048636,1
-5.064155601672119,1.5712366629763694,1
-4.540120377606055,-7.061518506676458,2
7.32824384460777,-1.1288815024326784,0
0.3376410234396192,-7.1237409310672835,2
-2.7219136226259133,0.5546129485493304,1
-5.754967887111514,1.8784900917283598,1
-3.0031934495940247,-1.458468748966384,1
-3.0085330611469847,9.261390922544688,1
-0.06748612368966961,-5.288554644779502,2
4.112724560515945,-6.104218249855111,0
1.044317975023777,-9.798350619398878,2
-6.640930244492153,0.9843061793456176,1
3.6923328999770524,0.8568414059498525,0
-0.5782414119412026,-1.505518477946444,0
-7.392609951837137,-3.5992210419735433,1
-2.3031938547989377,5.285611131094578,1
1.718091447842307,-8.81520077681367,2
1.620419846973975,-1.9254114020815827,0
-3.3846100015297935,3.0583814442043393,1
5.154997612479755,4.656400595580993,0
-4.196087616113193,-1.546061879256073,1
1.6563171570178197,4.877725635611796,1
-2.3958711892264497,-0.9282948833190856,1
-5.531674870030141,-5.981033120403354,2
4.06262911197099,6.781200142854114,0
-0.3600506079016692,5.01766448946012,1
1.8081801252381706,-3.2255987730256215,0
1.8069780275420697,7.690182832329846,1
-0.17913019554975768,7.823218279070031,1
-13.098725520448722,4.109512521876119,1
0.4352353411908561,-1.4950367523293373,2
0.4588038826775115,-9.937844573004464,2
-1.0983594391875597,1.7855628575587321,1
7.389470223707581,-2.591351091368237,0
-4.042468014465938,-2.5087852179226826,1
4.577010588510371,1.6437555482984223,0
-2.648801018835194,2.5663371655667806,1
0.4853877467402019,4.843224952664446,1
-3.510265469386762,-1.6383107329888411,1
-1.960540765660788,-7.317574740660593,2
1.4806013853228803,1.3052763608994467,0
0.025567283212304448,-1.1729356668757345,0
-7.076853710252071,-2.103226613826795,1
-1.7135725826338475,-4.011386346108095,2
-0.8064285583300457,2.020254284072692,1
9.430929506052651,0.8728890641591948,0
1.2877519536138218,-0.37222957883083607,0
-9.593856076495207,-0.1325693772460844,1
0.3011510497051322,12.31621056242643,1
-0.9618048239056126,1.5077367116680622,0
-0.17355884852621656,-5.84339018809766,2
5.714114072575103,3.759665163433871,0
3.9551597352152346,-4.546937273973695,0
7.013971554680496,-7.009255313961404,0
2.9342854690013516,10.952278129049892,1
-4.952681625653442,-2.8314886480138597,1
0.4982568254382061,-2.517378270580996,0
-7.753317155330663,0.34281487403013666,1
-5.311518568630524,2.367962153175908,1
-4.597121171169015,7.749672025087698,1
-3.9162664616811855,-1.610307581028378,1
4.067586086848348,-6.154321582169776,0
1.137299673020647,6.535713771412141,1
-8.037416172806138,0.923169292661521,1
1.2994139712421178,3.909114358886552,1
-6.18475355439041,-6.602283065421382,2
2.6097078280844883,1.4849233661659302,0
1.2524642517293827,1.7322410474848784,2
-3.400123607892454,1.1612684858050177,1
1.4653623664934061,-3.571757090131839,0
9.328872555723782,2.3691646045589376,0
-5.956517486013243,3.2827680431691486,1
-4.873408351136607,3.9354230187122603,1
5.79297789503702,-4.103411591758553,0
4.816880646221609,2.0639046346824914,0
4.11030079997245,9.483964913269737,1
-1.2269405800143525,-3.7686808217874477,2
-4.447572148127616,-4.079051424827192,2
-0.385508547070521,1.7057598740832194,1
1.3834539966500952,4.135916245180119,0
0.06500945938953509,7.267670385786584,1
-1.3232841661897803,13.600845832948094,1
3.128336738825031,-4.285787782081413,0
-5.354462490305561,2.4123620762159264,1
-1.1173139266292544,3.57000247046046,1
2.366188122867724,-0.36414456328436384,0
-4.233968590342025,-7.574236123429323,2
-2.2325747603351056,4.281993971617362,1
1.0704687206510197,-6.2286938935599405,0
0.86590462925591,1.9265868986441839,0
-4.419287181005665,0.7686255297276395,1
0.2910435922299995,-5.714851489153116,2
1.7889368017414164,2.803922631841172,0
5.415256215876385,5.269010260174515,0
-6.888346839785456,-4.689125199575614,1
2.575176336043299,2.568929754561044,0
2.5752384315302397,19.263657453273606,1
2.854452553465835,5.677828200902995,0
4.770008817466012,3.25695625652899,0
-1.576346223201728,3.7948461024663374,1
-3.864126072687859,-1.1840930337000444,1
-2.4268177391455175,0.40937069693161277,1
11.573292833367542,-9.33632596295874,0
3.4313009518725672,-8.063579355948258,2
-2.3596593289471675,5.44475298483683,1
0.32140009547731385,-5.38872388964653,2
-3.576518546299841,3.397988744673379,1
-3.651833158585683,1.0822929479098744,1
0.2278591995190689,-3.2580017380290855,0
10.719720446626628,3.169595111590056,0
-10.125712933288035,0.9322715738471382,1
-3.30893232384194,4.2621666739811195,1
-3.962603692163503,-0.573682207334495,1
2.524936394902286,4.328775970850607,0
-6.001482035278881,-1.672506179204742,1
-2.3747265558047808,-3.2666461628685592,2
8.827271201405484,2.0249085548047776,0
-6.304419771675226,4.58930973527388,1
10.610780985063165,5.1623263027557345,0
-7.596849829770067,-2.4211703643312568,1
6.334555745933113,-3.538347328093904,0
2.219097140731142,3.873170267146684,0
-4.634652357890415,-0.2976267803090004,1
-16.206336700345364,-5.121938206671449,1
-1.2628407569658016,-6.2389159098242475,2
8.162056519658176,-7.150706889803163,0
-2.2002224334849187,0.6537028864304567,1
7.206366445330578,-7.1793107558971965,0
5.815818760774798,0.051165305097935244,0
-4.907543255239755,2.3105173713163536,1
0.9952984778673502,-3.0010843857939733,0
0.3490104249500946,-1.926567984308801,0
0.5675867262562402,3.310653372605233,1
7.93008408072676,-6.189077494134246,0
10.665166873281333,-9.760438997612509,0
-0.7589254751779166,2.9415860324228826,1
1.4049593386751633,-3.1134975991029687,0
-1.0406112517863761,-2.465004673294164,2
-2.9468237847210577,4.248010485105123,1
1.7850774298252368,-3.464547976303271,0
4.497999377166254,1.5364976043830467,0
4.064310594194801,3.148144209618061,0
-4.144975054610361,-2.8009052009848476,1
3.736468025616309,3.0518513271673244,0
-0.10450796982074066,0.5866369165439099,0
6.388324478942124,-2.9578569441791496,0
2.7354869058501894,-1.0109632621694704,0
-1.0884060161361013,5.4938842599359505,1
4.127081744940149,4.067548180003192,0
6.527394035771645,0.10501920816379524,0
3.4097648564748195,-1.5513337829672802,0
1.6208317624422106,-0.6507152718384229,0
0.48497982496359093,2.975785127184568,1
-4.091103416167362,10.461936378427302,1
-5.03008690749851,-6.07094306393866,2
5.790554367500339,3.958313469814679,0
3.1205990852607757,3.1417275463213996,0
-0.06123386423457312,-4.486271857429157,2
0.3790227909686317,-3.3858085575605585,2
4.875598667088756,-0.7352869075106933,0
-4.127485983962558,-1.606929208264967,1
2.0646572713781217,-2.8186227640198736,0
-4.111101977832157,1.2184360574595616,1
1.2248328555436139,-2.534715876855649,0
-2.355191528091614,1.1602496867881815,1
-7.240421707486621,-7.037318871882777,2
-3.59222110626218,-1.0672357585592362,1
1.554537827990023,7.37678108474776,1
4.288298116010097,-0.7996926498171355,0
-0.09508103951344415,-5.012646823189044,0
-0.09256567996194966,-1.4432931946006917,2
1.6135928016904475,-4.136154717761615,2
2.5967325712058615,7.6636945650128885,0
-0.543800742284288,2.008558610494707,1
3.4507199585555623,-2.0061023594291814,0
1.1204624090520838,0.0629620039089743,0
0.4883804927441586,-3.8650489192773323,2
0.12255087129471356,2.4899914562272487,1
7.255718038975209,4.796354130426034,0
10.765912287557782,-3.8367378144402475,0
4.361603183603391,0.9167100286917587,0
10.949014666088361,-4.041491426775758,0
-4.19860921090388,-2.9969632272201108,1
-10.619478621549035,-2.628775108403805,1
-3.79566330776849,0.7519689323810381,1
1.7087798788857973,9.380854196079431,1
4.752119190930252,-2.8845182783120156,0
-4.492073356741789,2.4595958575325287,1
-6.601166035103211,9.157293829271769,1
5.897200603606435,-2.345878260523524,0
-8.565672645454388,6.769361870827064,1
-0.5726992262630894,6.189081559867309,1
-7.9721382939718355,-2.9968751147688644,1
0.02621849859091583,0.23490296882371028,0
-2.2503273573962184,3.1142496617374937,1
-5.338102146912972,-0.7118974251064675,1
0.6014781585594943,2.572194170293745,1
3.5580743904444487,-5.623210459189346,2
-7.670570853678111,6.388384109492545,1
1.6615700598979584,-3.742432682782768,2
7.755759877612615,0.5783731714642933,0
5.896485920319132,0.3375924070505448,0
10.303739624409936,8.776704212216021,0
-1.2448207423953674,4.857854754771777,1
3.2268797479257376,6.8431577876617435,0
-4.824617302900522,3.4302572999921965,1
5.292122434247939,-8.793697432115572,0
-5.916292563328875,-10.196160888800502,2
-1.3470341722227888,3.5877112789798113,1
7.51178526048014,0.37047390209887593,0
8.14307772785646,-6.900507291074457,0
-8.516912196775774,-0.2777384944830939,1
1.9203272446965363,-0.16347374047046556,0
-10.337210500199383,-0.44560019756394204,1
-6.522347502524266,3.3483627441501924,1
1.8329912304842413,-4.699398931636776,2
-2.5693345866834676,-5.296067609444758,2
-0.3133954863658594,4.775711602506191,1
-4.928630231677719,2.520232577589222,1
-2.651288091862204,-3.964364161311721,2
-0.5351517997727891,-5.17621161209687,2
-2.7682465267359104,-5.989389462944242,2
9.823625664581947,0.17631775985864306,0
-3.498627539962928,1.06989955367111,1
-0.5616402484541492,-1.104847997666115,2
3.070833500217126,3.7875385502365253,0
-2.6525057380526373,-2.8790912032234,2
-1.37525848575822,-11.509605823677925,2
-7.575955310992761,6.834371337222623,1
8.224838567506419,-1.2451801977818917,0
2.882784815278832,1.5562507727176804,0
15.39440404227619,5.597874557172884,0
-0.6395879574038327,-4.7777022030021286,2
-8.032231601287862,1.0173181793361155,1
-3.781753726421517,-7.111268547988371,2
-3.232864421212633,-5.407740018071975,2
8.435708175362823,4.408198784747253,0
-0.03986320658308686,7.39972069445013,1
0.38684153823809153,-4.306421006641318,2
7.6156203863482865,2.6945502184232932,0
-5.186230771632282,-0.9516933904180409,1
-4.378091266923786,-6.913998654821681,2
4.630887737658207,9.547083202350652,0
-6.992837869095706,2.8148461834528544,1
-3.2532128456091347,-2.4356269188234805,2
-2.9619696211943456,-4.31995384839908,2
0.24260813972413497,-4.154750582055189,2
1.352284128899194,-0.2511905472456848,0
-1.1947402343320488,-4.53781831020799,2
-2.8838566528416636,3.77695612912878,1
2.5045859381219038,-4.887776223992756,0
0.4966615271461294,3.756935616858945,1
-8.347026405606858,2.716800961899675,1
-3.3131187947292333,2.8529933429657968,1
-3.8162957827125843,-9.024410503322596,2
-8.137712189415813,0.24042473330690997,1
1.2986125086074094,-4.521583125522043,0
3.1929622938868696,-8.3076003113448,0
-0.33039899323658284,-6.055080998812283,2
-3.2591805390107957,0.23699335658207007,1
-4.302066826419762,-1.9227777211491268,1
5.031464046072203,-2.884459347615744,0
4.178460560325709,-5.6485342732880905,0
2.649020889576414,7.207843103289502,1
-12.358222500636447,-3.984476277352384,1
2.8853606359027,-1.0152269302149635,0
1.8557293668565442,-3.0199259335791027,2
0.4329489373644996,-0.7783861769603974,0
5.838910308299036,1.2721042165060656,0
1.6880133103760109,-2.059384830612337,0
-2.4380311203624676,-2.1627909390981044,1
1.9722607118914843,-2.104922404101315,0
1.4488742844820646,10.377003993227195,1
4.355623517158461,-1.6301176608392056,0
6.006069610819724,-2.040376865107757,0
-10.19062267588927,-5.040431554587021,1
-9.353959605129278,-1.7575674202065432,1
0.09209189594775849,8.382186561376413,1
1.6346368688208133,-1.0955026440443212,0
4.1470279059174455,-11.055676545039425,0
1.1780727905428297,3.854325969434834,1
-7.392931228899208,5.718770216034645,1
1.6924820374720706,-2.0764395695040063,2
3.1639093305314243,11.353464289021979,1
0.9093312752924758,1.2411029315016804,0
-2.2968044977012205,-4.249221847323959,2
4.151679082721228,-4.280419129544336,0
0.35783118609696235,-2.3882872338255834,0
2.3948991287319594,1.6683105264347415,0
5.187699721289496,-2.550081994273735,0
-1.3493746764668564,-4.893818578911537,2
-2.221466300380558,1.886502465224261,1
3.7849430832267594,-4.610826620888127,0
4.348029600528301,6.778189294024754,0
2.0671745161185044,9.38397906279033,1
-3.868945995517865,-6.223273516557085,2
-8.893601244521394,7.480221557445915,1
3.2718282817702886,-0.27792335455227535,0
1.3998431315991013,-5.627445236491883,2
12.228759898084132,0.6461059098761375,0
0.5469739730244645,3.6288331194934598,1
2.4050461586835663,1.119420121395657,0
-3.9523722772265595,2.3573417856799788,1
9.410122482375169,6.727100230774888,0
7.965933133196986,-2.556078382155926,0
-4.948024101292904,-0.6289346004982408,1
0.27862456144347303,5.470957592354742,1
-8.462323148574097,7.647751597303069,1
-0.7900394928949471,-2.1344053497371003,2
-5.060521876300838,-8.274283359328846,2
4.115852919809573,0.36658983594201944,0
-6.449804498705269,-6.47539386031808,2
-1.6789234964506412,8.345107626446964,1
-1.297956756818024,-7.5157147655905305,2
-1.2287153204297216,-1.3636178487383523,2
-13.484433214707858,-0.27147433258906106,1
-1.1546726510433898,3.4810318240670917,1
9.244780474726726,5.632825147738787,0
-1.344443452774153,-5.532629543708351,2
12.866799016249303,0.29609217007244126,0
0.06964645956473102,-0.12062543555001638,1
0.9904238038392748,-0.7218020596197123,0
-2.8683100344011816,-2.7342947062019607,1
-0.16376635107999193,-2.7171238556688246,2
-3.564228913385822,0.5321511384594841,1
-1.2748860871042764,7.519964942913443,1
-13.254849041965059,5.457534259612309,1
6.2304259624881455,-10.366951162040747,0
-1.7134379704017437,-1.8572043299789573,1
-7.037558473589106,-3.8890834379543766,1
-5.552879227329144,8.761352217118114,1
4.678391965737306,6.3577754749707935,0
3.6083603202161756,-5.645258856086146,0
-2.6226013313988683,2.44687280613959,1
-6.110639044459727,3.5649921508619404,1
-1.2016269907906751,-1.8741040377479876,1
3.5547998410174575,2.2213165574301987,0
-1.8048308290953996,5.79664901682124,1
-5.405316637999487,3.0796780347213186,1
2.965506289841919,-1.5477321965699513,0
1.6306651112105899,-6.255567881926515,0
4.620135096034505,-0.9245106822149451,0
-2.6136151025951975,5.245046129184447,1
-3.521718452713796,-7.042306481817798,2
-7.783145867619519,3.0300497567281983,1
-6.402146762481415,8.773970909921823,1
-10.40964703941861,8.482281841450192,1
1.0550873360130921,-0.48356555935196194,0
-2.7245954340447485,1.9956805717603543,1
-0.18817351212424183,5.516509410082607,1
0.5711382433101982,0.751508807309388,0
-1.8180610610692793,-0.2847281186053373,1
1.5390088444602958,-8.550841963283128,2
-6.740927110528565,3.716320470113575,1
0.8543271906397093,-0.9199166817633957,0
0.0921696653269658,1.7379085268083552,0
-2.6987984015468074,-3.8915236270115634,2
0.9792262754884078,-4.89186388807516,2
2.0412637785723593,-8.512918021189202,0
5.145778186628219,2.3629874120652152,0
1.2801486715693784,4.913454919727569,0
8.327372222312883,5.071850325090653,0
-9.204371156658226,-6.397884833678508,1
-3.124092888478394,0.13045525105416894,1
2.588295102345615,-3.628719065767328,0
0.9338338223853916,-3.7769146617666127,2
-3.057589014959741,-7.033305484241112,2
-4.616166230554521,-6.758423028081668,2
-4.879366264886664,5.268208983039198,1
-4.746994444159715,13.161910324186954,1
2.466589504404446,0.9241806184743695,0
-4.2917889009060675,3.5015493970449567,1
-2.8781891311888694,0.6100490732268072,1
12.800422691343973,-0.4802994986232494,0
5.746366631428379,-3.515882125629437,0
-0.1749424524848085,8.85400317817755,1
-3.134835288938837,9.062242789984644,1
3.538759677277377,-2.812333879471338,0
3.1620386952776047,4.862772248133649,0
3.109049811085982,-7.851123599452282,2
-3.6356858791243427,-1.2375931777575238,1
-0.37216714550023144,3.10336048775339,1
0.8885050046662691,-6.676721793550506,2
